_id,pubchem_cid,pubchem_sid,inchikey,generic_name,trade_name,orphan_designation,umls,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication,sponsor
UMLS:C0040034,,348939083,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C3463824,,348939083,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C0039082,,347910087,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C0040034,,347910087,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C3463824,,347910087,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C0039082,,178103553,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C0040034,,178103553,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C3463824,,178103553,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C0039082,,135347108,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C0040034,,135347108,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C3463824,,135347108,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C0039082,,103771530,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C0040034,,103771530,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C3463824,,103771530,,romiplostim,,Treatment of thrombocytopenia associated with myelodysplasia syndrome,"C0039082,C0040034,C3463824","Syndrome , Thrombocytopenia , Myelodysplasia",10/31/2007,Designated,Not FDA Approved for Orphan Indication,,,,,Amgen Inc.|One Amgen Center Drive|Mail Stop 17-2-B|Thousand Oaks|California|91320|United States
UMLS:C0398650,,440962803,,romiplostim,Nplate,Treatment of immune thrombocytopenic purpura,C0398650,Immune thrombocytopenic purpura,03/27/2003,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.", 12/14/2018 , 12/14/2025 ,"Nplate is indicated for the treatment of pediatric patients 1 year of age and older with immune thrombocytopenia (ITP) for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.|One Amgen Center Drive|Mail Stop: 27-2-D|Thousand Oaks|California|91320|United States"
UMLS:C0398650,,440790928,,romiplostim,Nplate,Treatment of immune thrombocytopenic purpura,C0398650,Immune thrombocytopenic purpura,03/27/2003,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.", 12/14/2018 , 12/14/2025 ,"Nplate is indicated for the treatment of pediatric patients 1 year of age and older with immune thrombocytopenia (ITP) for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.|One Amgen Center Drive|Mail Stop: 27-2-D|Thousand Oaks|California|91320|United States"
UMLS:C0398650,,349975939,,romiplostim,Nplate,Treatment of immune thrombocytopenic purpura,C0398650,Immune thrombocytopenic purpura,03/27/2003,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.", 12/14/2018 , 12/14/2025 ,"Nplate is indicated for the treatment of pediatric patients 1 year of age and older with immune thrombocytopenia (ITP) for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.|One Amgen Center Drive|Mail Stop: 27-2-D|Thousand Oaks|California|91320|United States"
UMLS:C0398650,,348939083,,romiplostim,Nplate,Treatment of immune thrombocytopenic purpura,C0398650,Immune thrombocytopenic purpura,03/27/2003,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.", 12/14/2018 , 12/14/2025 ,"Nplate is indicated for the treatment of pediatric patients 1 year of age and older with immune thrombocytopenia (ITP) for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.|One Amgen Center Drive|Mail Stop: 27-2-D|Thousand Oaks|California|91320|United States"
UMLS:C0398650,,347910087,,romiplostim,Nplate,Treatment of immune thrombocytopenic purpura,C0398650,Immune thrombocytopenic purpura,03/27/2003,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.", 12/14/2018 , 12/14/2025 ,"Nplate is indicated for the treatment of pediatric patients 1 year of age and older with immune thrombocytopenia (ITP) for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.|One Amgen Center Drive|Mail Stop: 27-2-D|Thousand Oaks|California|91320|United States"
UMLS:C0398650,,178103553,,romiplostim,Nplate,Treatment of immune thrombocytopenic purpura,C0398650,Immune thrombocytopenic purpura,03/27/2003,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.", 12/14/2018 , 12/14/2025 ,"Nplate is indicated for the treatment of pediatric patients 1 year of age and older with immune thrombocytopenia (ITP) for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.|One Amgen Center Drive|Mail Stop: 27-2-D|Thousand Oaks|California|91320|United States"
UMLS:C0398650,,135347108,,romiplostim,Nplate,Treatment of immune thrombocytopenic purpura,C0398650,Immune thrombocytopenic purpura,03/27/2003,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.", 12/14/2018 , 12/14/2025 ,"Nplate is indicated for the treatment of pediatric patients 1 year of age and older with immune thrombocytopenia (ITP) for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.|One Amgen Center Drive|Mail Stop: 27-2-D|Thousand Oaks|California|91320|United States"
UMLS:C0398650,,103771530,,romiplostim,Nplate,Treatment of immune thrombocytopenic purpura,C0398650,Immune thrombocytopenic purpura,03/27/2003,Designated/Approved,,"Nplate is indicated for the treatment of thrombocytopenia in pediatric patients 1 year of age and older with ITP for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.", 12/14/2018 , 12/14/2025 ,"Nplate is indicated for the treatment of pediatric patients 1 year of age and older with immune thrombocytopenia (ITP) for at least 6 months who have had an insufficient response to corticosteroids, immunoglobulins, or splenectomy.","Amgen, Inc.|One Amgen Center Drive|Mail Stop: 27-2-D|Thousand Oaks|California|91320|United States"
UMLS:C0014836,,135361268,,Synsorb Pk,,Treatment of verocytotoxogenic E. coli infections.,C0014836,E. Coli Infections,07/17/1995,Designated,Not FDA Approved for Orphan Indication,,,,,"Synsorb Biotech Inc.|201, 1204 Kensington Road, N.W.|Calgary|Canada"
UMLS:C0010674,,349981258,,Tobramycin for inhalation,TOBI,Treatment of bronchopulmonary infections of Pseudomonas aeruginosa in cystic fibrosis patients.,"C0010674,C0033809,C3714514","Cystic Fibrosis , Pseudomonas aeruginosa , Infections",10/13/1994,Designated/Approved,,Management of cystic fibrosis patients with P.aeruginosa., 12/22/1997 , 12/22/2004 ,,Mylan Specialty LP|781 Chestnut Ridge Road|Regulatory Affairs-Greenbag Road|Morgantown|West Virginia|26505|United States
UMLS:C0033809,,349981258,,Tobramycin for inhalation,TOBI,Treatment of bronchopulmonary infections of Pseudomonas aeruginosa in cystic fibrosis patients.,"C0010674,C0033809,C3714514","Cystic Fibrosis , Pseudomonas aeruginosa , Infections",10/13/1994,Designated/Approved,,Management of cystic fibrosis patients with P.aeruginosa., 12/22/1997 , 12/22/2004 ,,Mylan Specialty LP|781 Chestnut Ridge Road|Regulatory Affairs-Greenbag Road|Morgantown|West Virginia|26505|United States
UMLS:C3714514,,349981258,,Tobramycin for inhalation,TOBI,Treatment of bronchopulmonary infections of Pseudomonas aeruginosa in cystic fibrosis patients.,"C0010674,C0033809,C3714514","Cystic Fibrosis , Pseudomonas aeruginosa , Infections",10/13/1994,Designated/Approved,,Management of cystic fibrosis patients with P.aeruginosa., 12/22/1997 , 12/22/2004 ,,Mylan Specialty LP|781 Chestnut Ridge Road|Regulatory Affairs-Greenbag Road|Morgantown|West Virginia|26505|United States
UMLS:C0010674,,50047871,,Tobramycin for inhalation,TOBI,Treatment of bronchopulmonary infections of Pseudomonas aeruginosa in cystic fibrosis patients.,"C0010674,C0033809,C3714514","Cystic Fibrosis , Pseudomonas aeruginosa , Infections",10/13/1994,Designated/Approved,,Management of cystic fibrosis patients with P.aeruginosa., 12/22/1997 , 12/22/2004 ,,Mylan Specialty LP|781 Chestnut Ridge Road|Regulatory Affairs-Greenbag Road|Morgantown|West Virginia|26505|United States
UMLS:C0033809,,50047871,,Tobramycin for inhalation,TOBI,Treatment of bronchopulmonary infections of Pseudomonas aeruginosa in cystic fibrosis patients.,"C0010674,C0033809,C3714514","Cystic Fibrosis , Pseudomonas aeruginosa , Infections",10/13/1994,Designated/Approved,,Management of cystic fibrosis patients with P.aeruginosa., 12/22/1997 , 12/22/2004 ,,Mylan Specialty LP|781 Chestnut Ridge Road|Regulatory Affairs-Greenbag Road|Morgantown|West Virginia|26505|United States
UMLS:C3714514,,50047871,,Tobramycin for inhalation,TOBI,Treatment of bronchopulmonary infections of Pseudomonas aeruginosa in cystic fibrosis patients.,"C0010674,C0033809,C3714514","Cystic Fibrosis , Pseudomonas aeruginosa , Infections",10/13/1994,Designated/Approved,,Management of cystic fibrosis patients with P.aeruginosa., 12/22/1997 , 12/22/2004 ,,Mylan Specialty LP|781 Chestnut Ridge Road|Regulatory Affairs-Greenbag Road|Morgantown|West Virginia|26505|United States
UMLS:C0020981,,347910376,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0023493,,347910376,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0079774,,347910376,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0456889,,347910376,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C1332182,,347910376,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0020981,,329976977,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0023493,,329976977,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0079774,,329976977,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0456889,,329976977,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C1332182,,329976977,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0020981,,178103378,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0023493,,178103378,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
UMLS:C0079774,,178103378,,brentuximab vedotin,Adcetris,"Treatment of peripheral T-cell lymphoma, including anaplastic large cell lymphoma, peripheral T-cell lymphoma not otherwise specified, angioimmunoblastic T-cell lymphoma, adult T-cell leukemia/lymphoma, enteropathy-associated T-cell lymphoma, and extranod","C0020981,C0023493,C0079774,C0456889,C1332182","Angioimmunoblastic T-cell lymphoma , adult T-cell leukemia/lymphoma , Peripheral T-Cell Lymphoma , Enteropathy-Associated T-Cell Lymphoma , Anaplastic Large Cell Lymphoma",10/23/2008,Designated/Approved,,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone", 11/16/2018 , 11/16/2025 ,"ADCETRIS is indicated for the treatment of adult patients with previously untreated sALCL or other CD30-expressing PTCL, including angioimmunoblastic T-cell lymphoma and PTCL not otherwise specified, in combination with cyclophosphamide, doxorubicin, and prednisone",Seagen Inc.|21823 30th Drive Southeast|Bothell|Washington|98021|United States
