_id,compound_id,inchl_key,generic_name,trade_name,orphan_designation,umls_id,parsed_text,designated_date,designation_status,approval_status,approved_labeled_indication,marketing_approval_date,exclusivity_end_date,exclusivity_protected_indication
KRMDCWKBEZIMAB-UHFFFAOYSA-N,2160,KRMDCWKBEZIMAB-UHFFFAOYSA-N,Amitriptyline,,Treatment of Erythromelalgia,C0014804,Erythromelalgia,5/27/20,Designated,Not FDA Approved for Orphan Indication,,,,
ZKKLPDLKUGTPME-UHFFFAOYSA-N,15251598,ZKKLPDLKUGTPME-UHFFFAOYSA-N,Ammonium tetrathiomolybdate,,Treatment of Wilson's disease.,C0019202,Wilson's Disease,1/31/94,Designated,Not FDA Approved for Orphan Indication,,,,
ZKKLPDLKUGTPME-UHFFFAOYSA-N,15251598,ZKKLPDLKUGTPME-UHFFFAOYSA-N,ammonium tetrathiomolybdate,,Treatment of idiopathic pulmonary fibrosis,C1800706,Idiopathic Pulmonary Fibrosis,5/5/08,Designated,Not FDA Approved for Orphan Indication,,,,
JNZBHHQBPHSOMU-WNQIDUERSA-N,10216431,JNZBHHQBPHSOMU-WNQIDUERSA-N,Amonafide L-malate,,Treatment of acute myeloid leukemia,C0023467,Acute myeloid leukemia,12/20/06,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
APKFDSVGJQXUKY-INPOYWNPSA-N,5280965,APKFDSVGJQXUKY-INPOYWNPSA-N,amphotericin B,,Treatment of visceral leishmaniasis.,C0023290,Visceral leishmaniasis,9/15/10,Designated,Not FDA Approved for Orphan Indication,,,,
APKFDSVGJQXUKY-INPOYWNPSA-N,5280965,APKFDSVGJQXUKY-INPOYWNPSA-N,amphotericin B,,Treatment of visceral leishmaniasis.,C0023290,Visceral leishmaniasis,9/15/10,Designated,Not FDA Approved for Orphan Indication,,,,
APKFDSVGJQXUKY-VTPNKFOWSA-N,118705500,APKFDSVGJQXUKY-VTPNKFOWSA-N,Amphotericin B lipid complex,,Treatment of invasive candidiasis.,C1609535,Invasive Candidiasis,6/27/96,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
APKFDSVGJQXUKY-VTPNKFOWSA-N,118705500,APKFDSVGJQXUKY-VTPNKFOWSA-N,Amphotericin B lipid complex,Abelcet,Treatment of invasive fungal infections.,C1262313,Invasive Fungal Infections,12/5/91,Designated/Approved,,Treatment of invasive fungal infections in patients who are refractory to or intolerant of conventional amphotericin B therapy., 10/18/1996 , 10/18/2003 ,
APKFDSVGJQXUKY-VTPNKFOWSA-N,118705500,APKFDSVGJQXUKY-VTPNKFOWSA-N,Amphotericin B lipid complex,,Treatment of invasive zygomycosis.,C0043541,Zygomycosis,5/6/96,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
APKFDSVGJQXUKY-VTPNKFOWSA-N,118705500,APKFDSVGJQXUKY-VTPNKFOWSA-N,Amphotericin B lipid complex,,Treatment of invasive protothecosis.,C0033735,Protothecosis,8/21/96,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
APKFDSVGJQXUKY-VTPNKFOWSA-N,118705500,APKFDSVGJQXUKY-VTPNKFOWSA-N,Amphotericin B lipid complex,,Treatment of invasive sporotrichosis.,C0038034,Sporotrichosis,9/23/96,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
APKFDSVGJQXUKY-VTPNKFOWSA-N,118705500,APKFDSVGJQXUKY-VTPNKFOWSA-N,Amphotericin B lipid complex,,Treatment of invasive coccidioidomycosis.,C0009186,Coccidioidomycosis,5/6/96,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
VJZITPJGSQKZMX-XDPRQOKASA-N,3035016,VJZITPJGSQKZMX-XDPRQOKASA-N,amrubicin,,Treatment of small cell lung cancer,C3540630,Small Cell Lung Cancer,3/10/08,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
XCPGHVQEEXUHNC-UHFFFAOYSA-N,2179,XCPGHVQEEXUHNC-UHFFFAOYSA-N,Amsacrine,,Treatment of acute adult leukemia.,"C0023418,C1547229","leukemia , Acute",12/7/84,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
WMGFVAGNIYUEEP-WUYNJSITSA-N,439207,WMGFVAGNIYUEEP-WUYNJSITSA-N,amylopectin,,Treatment of glycogen storage disease types Ia and Ib,C0017919,Glycogen Storage Disease,3/24/15,Designated,Not FDA Approved for Orphan Indication,,,,
OTBXOEAOVRKTNQ-UHFFFAOYSA-N,135409400,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,Anagrelide,Agrylin,Treatment of essential thrombocythemia.,C0040028,ESSENTIAL THROMBOCYTHEMIA,1/27/88,Designated/Approved,,Treatment of patients with essential thrombocythemia to reduce the elevated platelet count and the risk of thrombosis and to ameliorate associated symptoms., 03/14/1997 , 03/14/2004 ,
OTBXOEAOVRKTNQ-UHFFFAOYSA-N,135409400,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,Anagrelide,,Treatment of polycythemia vera.,C0032463,Polycythemia Vera,6/11/85,Designated,Not FDA Approved for Orphan Indication,,,,
OTBXOEAOVRKTNQ-UHFFFAOYSA-N,135409400,OTBXOEAOVRKTNQ-UHFFFAOYSA-N,Anagrelide,,Treatment of thrombocytosis in chronic myelogenous leukemia.,"C0023473,C0836924","Chronic myelogenous leukemia , Thrombocytosis",7/14/86,Designated,Not FDA Approved for Orphan Indication,,,,
HMLGSIZOMSVISS-UHFFFAOYSA-N,139595263,HMLGSIZOMSVISS-UHFFFAOYSA-N,anakinra,Kineret,Treatment of cryopyrin-associated periodic syndromes,C0039082,Syndromes,8/19/10,Designated/Approved,,Treatment of neonatal-onset multisystem inflammatory disease (NOMID), 12/21/2012 , 12/21/2019 ,
ZXFWJPKXEMFBOG-LWVMDMHWSA-N,118984442,ZXFWJPKXEMFBOG-LWVMDMHWSA-N,Anaritide acetate,,Treatment of patients with acute renal failure.,C0022660,Acute renal failure,8/27/92,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
XUHBBTKJWIBQMY-MHZLTWQESA-N,9831652,XUHBBTKJWIBQMY-MHZLTWQESA-N,Anatibant,,Treatment of patients having experienced a severe traumatic brain injury (Glasgow Coma Scale 3 to 8) in order to decrease early mortality and improve long-term functional and neurological outcome,C0876926,Traumatic Brain Injury,4/15/05,Designated,Not FDA Approved for Orphan Indication,,,,
PVHLMTREZMEJCG-GDTLVBQBSA-N,123805,PVHLMTREZMEJCG-GDTLVBQBSA-N,Angiotensin (1-7),,Treatment of recessive dystrophic epidermolysis bullosa (RDEB).,C0079474,Recessive dystrophic epidermolysis bullosa,9/1/16,Designated,Not FDA Approved for Orphan Indication,,,,
PVHLMTREZMEJCG-GDTLVBQBSA-N,123805,PVHLMTREZMEJCG-GDTLVBQBSA-N,Angiotensin (1-7),,Treatment of LAMA2-related muscular dystrophy,C0026850,Muscular Dystrophy,2/8/16,Designated,Not FDA Approved for Orphan Indication,,,,
PVHLMTREZMEJCG-GDTLVBQBSA-N,123805,PVHLMTREZMEJCG-GDTLVBQBSA-N,Angiotensin (1-7),,Treatment of limb-girdle muscular dystrophy,C0686353,Limb-girdle muscular dystrophy,11/26/13,Designated,Not FDA Approved for Orphan Indication,,,,
PVHLMTREZMEJCG-GDTLVBQBSA-N,123805,PVHLMTREZMEJCG-GDTLVBQBSA-N,angiotensin 1-7,,"To accelerate engraftment of hematopoietic cells (treatment of neutropenia, thrombocytopenia, lymphoma, and aneima)in hematopoietic stem cell transplants.","C0024299,C0027947,C0040034","Lymphoma , Neutropenia , Thrombocytopenia",6/17/10,Designated,Not FDA Approved for Orphan Indication,,,,
PVHLMTREZMEJCG-GDTLVBQBSA-N,123805,PVHLMTREZMEJCG-GDTLVBQBSA-N,Angiotensin 1-7,,Treatment of myelodysplastic syndrome,C3463824,MYELODYSPLASTIC SYNDROME,8/3/01,Designated,Not FDA Approved for Orphan Indication,,,,
PVHLMTREZMEJCG-GDTLVBQBSA-N,123805,PVHLMTREZMEJCG-GDTLVBQBSA-N,Angiotensin 1-7,,Treatment of neutropenia associated with autologous bone marrow transplantation.,C0027947,Neutropenia,2/16/00,Designated,Not FDA Approved for Orphan Indication,,,,
PVHLMTREZMEJCG-GDTLVBQBSA-N,123805,PVHLMTREZMEJCG-GDTLVBQBSA-N,angiotensin 1-7,,Treatment of sarcoma.,C1261473,Sarcoma,1/29/10,Designated,Not FDA Approved for Orphan Indication,,,,
PVHLMTREZMEJCG-GDTLVBQBSA-N,123805,PVHLMTREZMEJCG-GDTLVBQBSA-N,Angiotensin-(1-7),,Treatment of pulmonary arterial hypertension.,C3203102,PULMONARY ARTERIAL HYPERTENSION,9/13/11,Designated,Not FDA Approved for Orphan Indication,,,,
KHPXUQMNIQBQEV-UHFFFAOYSA-N,970,KHPXUQMNIQBQEV-UHFFFAOYSA-N,anhydrous enol-oxaloacetate,,Treatment of hepatocellular carcinoma,C2239176,HEPATOCELLULAR CARCINOMA,3/7/18,Designated,Not FDA Approved for Orphan Indication,,,,
KSMZEXLVHXZPEF-UHFFFAOYSA-N,25017411,KSMZEXLVHXZPEF-UHFFFAOYSA-N,Anlotinib,,Treatment of soft tissue sarcoma,C1261473,Soft tissue sarcoma,6/19/17,Designated,Not FDA Approved for Orphan Indication,,,,
UUAKQNIPIXQZFN-UHFFFAOYSA-N,57380530,UUAKQNIPIXQZFN-UHFFFAOYSA-N,anlotinib hydrochloride,,Treatment of ovarian cancer,C4721610,Ovarian Cancer,12/31/15,Designated,Not FDA Approved for Orphan Indication,,,,
BLPUOQGPBJPXRL-FNORWQNLSA-N,641115,BLPUOQGPBJPXRL-FNORWQNLSA-N,Antiepilepsirine,,Treatment of drug resistant generalized tonic-clonic epilepsy in children and adults.,"C0014549,C3826394","Tonic-Clonic Epilepsy , Epilepsy in children",3/23/89,Designated,Not FDA Approved for Orphan Indication,,,,
LJTSIMVOOOLKOL-FNRDIUJOSA-N,24875259,LJTSIMVOOOLKOL-FNRDIUJOSA-N,antroquinonol,,Treatment of hepatocellular carcinoma,C2239176,HEPATOCELLULAR CARCINOMA,7/23/15,Designated,Not FDA Approved for Orphan Indication,,,,
LJTSIMVOOOLKOL-FNRDIUJOSA-N,24875259,LJTSIMVOOOLKOL-FNRDIUJOSA-N,antroquinonol,,Treatment of pancreatic cancer,C0235974,PANCREATIC CANCER,1/21/15,Designated,Not FDA Approved for Orphan Indication,,,,
LJTSIMVOOOLKOL-FNRDIUJOSA-N,24875259,LJTSIMVOOOLKOL-FNRDIUJOSA-N,antroquinonol,,Treatment of acute myeloid leukemia,C0023467,Acute myeloid leukemia,4/30/15,Designated,Not FDA Approved for Orphan Indication,,,,
FYJROXRIVQPKRY-UHFFFAOYSA-N,45139106,FYJROXRIVQPKRY-UHFFFAOYSA-N,apatinib mesylate,,Treatment of gastric cancer,C0024623,Gastric Cancer,6/15/17,Designated,Not FDA Approved for Orphan Indication,,,,
NOFOAYPPHIUXJR-APNQCZIXSA-N,457964,NOFOAYPPHIUXJR-APNQCZIXSA-N,aphidicolin,,Treatment of Ebola virus infection,C0282687,Ebola Virus Infection,4/20/16,Designated,Not FDA Approved for Orphan Indication,,,,
GAJWNIKZLYZYSY-OKUPSQOASA-N,11527330,GAJWNIKZLYZYSY-OKUPSQOASA-N,apilimod dimesylate,,Treatment of follicular lymphoma,C0024301,follicular lymphoma,7/1/19,Designated,Not FDA Approved for Orphan Indication,,,,
VMWNQDUVQKEIOC-CYBMUJFWSA-N,6005,VMWNQDUVQKEIOC-CYBMUJFWSA-N,Apomorphine,,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.,C0030567,Parkinson's Disease,7/17/95,Designated,Not FDA Approved for Orphan Indication,,,,
VMWNQDUVQKEIOC-CYBMUJFWSA-N,6005,VMWNQDUVQKEIOC-CYBMUJFWSA-N,Apomorphine,,For use as rescue treatment for early morning motor dysfunction in late-stage Parkinson's disease.,"C0030567,C0521654","Parkinson's Disease , Motor dysfunction",10/20/97,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
SKYZYDSNJIOXRL-BTQNPOSSSA-N,9410,SKYZYDSNJIOXRL-BTQNPOSSSA-N,Apomorphine HCl,Apokyn,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.,C0030567,Parkinson's Disease,4/22/93,Designated/Approved,,"For the acute, intermittent treatment of hypomobility, ""off"" episodes (""end-of-dose-wearing-off"" and unpredictable :on/off"" episodes) associated with advanced Parkinson's disease", 04/20/2004 , 04/20/2011 ,
SKYZYDSNJIOXRL-BTQNPOSSSA-M,44358405,SKYZYDSNJIOXRL-BTQNPOSSSA-M,Apomorphine hydrochloride,,For the treatment of patients in a vegetative state or minimally conscious state for up to 12 months following a severe traumatic brain injury (traumatic or spontaneous),"C0751699,C0876926,C0917808","Minimally Conscious State , Traumatic Brain Injury , Vegetative State",5/23/06,Designated,Not FDA Approved for Orphan Indication,,,,
CXWQXGNFZLHLHQ-DPFCLETOSA-N,25058166,CXWQXGNFZLHLHQ-DPFCLETOSA-N,Apomorphine hydrochloride,,For the treatment of patients in a vegetative state or minimally conscious state for up to 12 months following a severe traumatic brain injury (traumatic or spontaneous),"C0751699,C0876926,C0917808","Minimally Conscious State , Traumatic Brain Injury , Vegetative State",5/23/06,Designated,Not FDA Approved for Orphan Indication,,,,
DQQCJDBYNZMPOA-FFXKMJQXSA-N,6852399,DQQCJDBYNZMPOA-FFXKMJQXSA-N,Apomorphine hydrochloride,,For the treatment of patients in a vegetative state or minimally conscious state for up to 12 months following a severe traumatic brain injury (traumatic or spontaneous),"C0751699,C0876926,C0917808","Minimally Conscious State , Traumatic Brain Injury , Vegetative State",5/23/06,Designated,Not FDA Approved for Orphan Indication,,,,
CXWQXGNFZLHLHQ-DPFCLETOSA-N,25058166,CXWQXGNFZLHLHQ-DPFCLETOSA-N,Apomorphine hydrochloride,,For the treatment of patients in a vegetative state or minimally conscious state for up to 12 months following a severe traumatic brain injury (traumatic or spontaneous),"C0751699,C0876926,C0917808","Minimally Conscious State , Traumatic Brain Injury , Vegetative State",5/23/06,Designated,Not FDA Approved for Orphan Indication,,,,
VMWNQDUVQKEIOC-CYBMUJFWSA-N,6005,VMWNQDUVQKEIOC-CYBMUJFWSA-N,Apomorphine hydrochloride,,For the treatment of patients in a vegetative state or minimally conscious state for up to 12 months following a severe traumatic brain injury (traumatic or spontaneous),"C0751699,C0876926,C0917808","Minimally Conscious State , Traumatic Brain Injury , Vegetative State",5/23/06,Designated,Not FDA Approved for Orphan Indication,,,,
SKYZYDSNJIOXRL-BTQNPOSSSA-N,9410,SKYZYDSNJIOXRL-BTQNPOSSSA-N,Apomorphine hydrochloride,,For the treatment of patients in a vegetative state or minimally conscious state for up to 12 months following a severe traumatic brain injury (traumatic or spontaneous),"C0751699,C0876926,C0917808","Minimally Conscious State , Traumatic Brain Injury , Vegetative State",5/23/06,Designated,Not FDA Approved for Orphan Indication,,,,
MAFITCMHQZUUQZ-VZUYHUTRSA-N,135390845,MAFITCMHQZUUQZ-VZUYHUTRSA-N,apomorphine palmitate,,Treatment of Acute Myeloid Leukemia,C0023467,Acute myeloid leukemia,6/4/18,Designated,Not FDA Approved for Orphan Indication,,,,
IMOZEMNVLZVGJZ-QGZVFWFLSA-N,11561674,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,apremilast,,Treatment of pediatric patients with ulcerative colitis,C0009324,Ulcerative Colitis,1/17/18,Designated,Not FDA Approved for Orphan Indication,,,,
IMOZEMNVLZVGJZ-QGZVFWFLSA-N,11561674,IMOZEMNVLZVGJZ-QGZVFWFLSA-N,apremilast,OTEZLA,Treatment of Behcet's disease,C0004943,Behcet Syndrome,1/17/13,Designated/Approved,,OTEZLA is indicated for the treatment of adult patients with oral ulcers associated with Beh祴s Disease., 07/19/2019 , 07/19/2026 ,For the treatment of adult patients with oral ulcers associated with Beh祴s disease
ZPNFWUPYTFPOJU-IAUBLLHJSA-N,129627711,ZPNFWUPYTFPOJU-IAUBLLHJSA-N,Aprotinin,Trasylol,"For prophylactic use to reduce perioperative blood loss and the homologous blood transfusion requirement in patients undergoing cardiopulmonary bypass surgery in the course of repeat coronary artery bypass graft surgery, and in selected cases of primary c",C0019080,Blood loss,11/17/93,Designated/Approved,,, 12/29/1993 , 12/29/2000 ,
ZPNFWUPYTFPOJU-YSFZTAPISA-N,53487898,ZPNFWUPYTFPOJU-YSFZTAPISA-N,Aprotinin,Trasylol,"For prophylactic use to reduce perioperative blood loss and the homologous blood transfusion requirement in patients undergoing cardiopulmonary bypass surgery in the course of repeat coronary artery bypass graft surgery, and in selected cases of primary c",C0019080,Blood loss,11/17/93,Designated/Approved,,, 12/29/1993 , 12/29/2000 ,
ZPNFWUPYTFPOJU-UHFFFAOYSA-N,22833874,ZPNFWUPYTFPOJU-UHFFFAOYSA-N,Aprotinin,Trasylol,"For prophylactic use to reduce perioperative blood loss and the homologous blood transfusion requirement in patients undergoing cardiopulmonary bypass surgery in the course of repeat coronary artery bypass graft surgery, and in selected cases of primary c",C0019080,Blood loss,11/17/93,Designated/Approved,,, 12/29/1993 , 12/29/2000 ,
ZPNFWUPYTFPOJU-LPYSRVMUSA-N,16130295,ZPNFWUPYTFPOJU-LPYSRVMUSA-N,Aprotinin,Trasylol,"For prophylactic use to reduce perioperative blood loss and the homologous blood transfusion requirement in patients undergoing cardiopulmonary bypass surgery in the course of repeat coronary artery bypass graft surgery, and in selected cases of primary c",C0019080,Blood loss,11/17/93,Designated/Approved,,, 12/29/1993 , 12/29/2000 ,
ZPNFWUPYTFPOJU-VKTQZXOTSA-N,146027575,ZPNFWUPYTFPOJU-VKTQZXOTSA-N,Aprotinin,Trasylol,"For prophylactic use to reduce perioperative blood loss and the homologous blood transfusion requirement in patients undergoing cardiopulmonary bypass surgery in the course of repeat coronary artery bypass graft surgery, and in selected cases of primary c",C0019080,Blood loss,11/17/93,Designated/Approved,,, 12/29/1993 , 12/29/2000 ,
ZVEMACCDKBQNGX-KALODSIISA-N,23622962,ZVEMACCDKBQNGX-KALODSIISA-N,Arginine butyrate,,Treatment of sickle cell disease and beta thalassemia.,"C0002895,C0005283","Sickle Cell Disease , beta Thalassemia",5/25/94,Designated/Withdrawn,Not FDA Approved for Orphan Indication,,,,
ZVEMACCDKBQNGX-KALODSIISA-N,23622962,ZVEMACCDKBQNGX-KALODSIISA-N,Arginine butyrate,,Treatment of beta-hemoglobinopathies and beta-thalassemia.,"C0005283,C0019045","BETA-THALASSEMIA , Hemoglobinopathies",4/7/92,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-YZGLPLCXSA-N,92461203,SGEIEGAXKLMUIZ-YZGLPLCXSA-N,arimoclomol,,Treatment of amyotrophic lateral sclerosis,C0002736,Amyotrophic Lateral Sclerosis,3/29/05,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-UHFFFAOYSA-N,53427024,SGEIEGAXKLMUIZ-UHFFFAOYSA-N,arimoclomol,,Treatment of amyotrophic lateral sclerosis,C0002736,Amyotrophic Lateral Sclerosis,3/29/05,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-ZPTIMJQQSA-N,6507255,SGEIEGAXKLMUIZ-ZPTIMJQQSA-N,arimoclomol,,Treatment of amyotrophic lateral sclerosis,C0002736,Amyotrophic Lateral Sclerosis,3/29/05,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-CYBMUJFWSA-N,208924,SGEIEGAXKLMUIZ-CYBMUJFWSA-N,arimoclomol,,Treatment of amyotrophic lateral sclerosis,C0002736,Amyotrophic Lateral Sclerosis,3/29/05,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-XUVDNFPMSA-N,9568077,SGEIEGAXKLMUIZ-XUVDNFPMSA-N,arimoclomol,,Treatment of amyotrophic lateral sclerosis,C0002736,Amyotrophic Lateral Sclerosis,3/29/05,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-YZGLPLCXSA-N,92461203,SGEIEGAXKLMUIZ-YZGLPLCXSA-N,arimoclomol,,Treatment of inclusion body myositis,C0238190,INCLUSION BODY MYOSITIS,11/2/17,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-UHFFFAOYSA-N,53427024,SGEIEGAXKLMUIZ-UHFFFAOYSA-N,arimoclomol,,Treatment of inclusion body myositis,C0238190,INCLUSION BODY MYOSITIS,11/2/17,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-ZPTIMJQQSA-N,6507255,SGEIEGAXKLMUIZ-ZPTIMJQQSA-N,arimoclomol,,Treatment of inclusion body myositis,C0238190,INCLUSION BODY MYOSITIS,11/2/17,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-CYBMUJFWSA-N,208924,SGEIEGAXKLMUIZ-CYBMUJFWSA-N,arimoclomol,,Treatment of inclusion body myositis,C0238190,INCLUSION BODY MYOSITIS,11/2/17,Designated,Not FDA Approved for Orphan Indication,,,,
SGEIEGAXKLMUIZ-XUVDNFPMSA-N,9568077,SGEIEGAXKLMUIZ-XUVDNFPMSA-N,arimoclomol,,Treatment of inclusion body myositis,C0238190,INCLUSION BODY MYOSITIS,11/2/17,Designated,Not FDA Approved for Orphan Indication,,,,
XSENLDLUMVYRET-BTQNPOSSSA-N,72710735,XSENLDLUMVYRET-BTQNPOSSSA-N,arimoclomol citrate,,"Treatment of Neimann-Pick disease, type C",C0028064,neimann-pick disease,1/13/15,Designated,Not FDA Approved for Orphan Indication,,,,
CEUORZQYGODEFX-UHFFFAOYSA-N,60795,CEUORZQYGODEFX-UHFFFAOYSA-N,Aripiprazole,,Treatment of N-glycanase 1 (NGLY1) deficiency,C1425023,N-GLYCANASE 1,7/22/19,Designated,Not FDA Approved for Orphan Indication,,,,
CEUORZQYGODEFX-UHFFFAOYSA-N,60795,CEUORZQYGODEFX-UHFFFAOYSA-N,aripiprazole,Abilify,Treatment of Tourette's syndrome,C0040517,Tourette's Syndrome,1/25/06,Designated/Approved,,Treatment of pediatric patients with Tourette's, 12/12/2014 , 12/12/2021 ,Treatment of pediatric patients with Tourette's
RQNWIZPPADIBDY-UHFFFAOYSA-N,5359596,RQNWIZPPADIBDY-UHFFFAOYSA-N,arsenic,,"Treatment of acute myelocytic leukemia subtypes M0, M1, M2, M4, M5, M6 and M7",C0023467,Acute myelocytic leukemia,11/2/01,Designated,Not FDA Approved for Orphan Indication,,,,
QTLQKAJBUDWPIB-UHFFFAOYSA-N,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,Arsenic trioxide,,Treatment of malignant glioma,C0555198,Malignant Glioma,3/4/05,Designated,Not FDA Approved for Orphan Indication,,,,
QTLQKAJBUDWPIB-UHFFFAOYSA-N,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,arsenic trioxide,,Treatment of chronic myeloid leukemia,C0023473,Chronic myeloid leukemia,10/18/01,Designated,Not FDA Approved for Orphan Indication,,,,
QTLQKAJBUDWPIB-UHFFFAOYSA-N,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,Arsenic trioxide,Trisenox,Treatment of acute promyelocytic leukemia.,C0023487,Acute Promyelocytic Leukemia,3/3/98,Designated/Approved,,In combination with tretinoin for treatment of adults with newly-diagnosed low-risk acute promyelocytic leukemia (APL) whose APL is characterized by the presence of the t(15;17) translocation or PML/RAR-alpha gene expression., 01/12/2018 , 01/12/2025 ,In combination with tretinoin for treatment of adults with newly-diagnosed low-risk acute promyelocytic leukemia (APL) whose APL is characterized by the presence of the t(15;17) translocation or PML/RAR-alpha gene expression.
QTLQKAJBUDWPIB-UHFFFAOYSA-N,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,Arsenic trioxide,,Treatment of multiple myeloma.,C0026764,Multiple Myeloma,4/28/00,Designated,Not FDA Approved for Orphan Indication,,,,
QTLQKAJBUDWPIB-UHFFFAOYSA-N,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,arsenic trioxide,,Treatment of myelodysplastic syndrome.,C3463824,MYELODYSPLASTIC SYNDROME,7/17/00,Designated,Not FDA Approved for Orphan Indication,,,,
QTLQKAJBUDWPIB-UHFFFAOYSA-N,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,arsenic trioxide,,Treatment of Graft-versus-host disease,C0018133,Graft-Versus-Host Disease,7/30/18,Designated,Not FDA Approved for Orphan Indication,,,,
QTLQKAJBUDWPIB-UHFFFAOYSA-N,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,Arsenic trioxide,,Treatment of chronic lymphocytic leukemia,C0023434,Chronic Lymphocytic Leukemia,5/13/03,Designated,Not FDA Approved for Orphan Indication,,,,
QTLQKAJBUDWPIB-UHFFFAOYSA-N,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,arsenic trioxide,,Treatment of liver cancer,C0220630,Liver Cancer,6/13/03,Designated,Not FDA Approved for Orphan Indication,,,,
QTLQKAJBUDWPIB-UHFFFAOYSA-N,14888,QTLQKAJBUDWPIB-UHFFFAOYSA-N,Arsenic trioxide,Trisenox,Treatment of acute promyelocytic leukemia.,C0023487,Acute Promyelocytic Leukemia,3/3/98,Designated/Approved,,"For induction of remission and consolidation in patients with acute promyelocytic leukemia (APL) who are refractory to, or have relapsed from, retinoid and anthracycline chemotherapy, and whose APL is characterized by the presence of the t(15;17) translocation of PML/RAR-alpha gene expression.", 09/25/2000 , 09/25/2007 ,
FDMUNKXWYMSZIR-NQWKWHCYSA-N,11531457,FDMUNKXWYMSZIR-NQWKWHCYSA-N,artemisone,,Treatment of malaria,C0024530,Malaria,7/19/17,Designated,Not FDA Approved for Orphan Indication,,,,
FIHJKUPKCHIPAT-PNDUOAGUSA-N,129009911,FIHJKUPKCHIPAT-PNDUOAGUSA-N,artesunate,,Immediate treatment of malaria,C0024530,Malaria,3/28/06,Designated/Approved,,Artesunate for Injection is indicated for the initial treatment of severe malaria in adult and pediatric patients. Treatment of severe malaria with Artesunate for Injection should always be followed by a complete treatment course of an appropriate oral antimalarial regimen., 05/26/2020 , 05/26/2027 ,For the initial treatment of severe malaria in adult and pediatric patients to always be followed by a complete treatment course of an appropriate oral antimalarial regimen.
FIHJKUPKCHIPAT-XIIQFBLFSA-N,91746179,FIHJKUPKCHIPAT-XIIQFBLFSA-N,artesunate,,Immediate treatment of malaria,C0024530,Malaria,3/28/06,Designated/Approved,,Artesunate for Injection is indicated for the initial treatment of severe malaria in adult and pediatric patients. Treatment of severe malaria with Artesunate for Injection should always be followed by a complete treatment course of an appropriate oral antimalarial regimen., 05/26/2020 , 05/26/2027 ,For the initial treatment of severe malaria in adult and pediatric patients to always be followed by a complete treatment course of an appropriate oral antimalarial regimen.
FIHJKUPKCHIPAT-WNZKYHKJSA-N,60196289,FIHJKUPKCHIPAT-WNZKYHKJSA-N,artesunate,,Immediate treatment of malaria,C0024530,Malaria,3/28/06,Designated/Approved,,Artesunate for Injection is indicated for the initial treatment of severe malaria in adult and pediatric patients. Treatment of severe malaria with Artesunate for Injection should always be followed by a complete treatment course of an appropriate oral antimalarial regimen., 05/26/2020 , 05/26/2027 ,For the initial treatment of severe malaria in adult and pediatric patients to always be followed by a complete treatment course of an appropriate oral antimalarial regimen.
